"rowname";"resHeaders";"Headquarters";"Value.chain";"Website";"Species";"Production.process";"Industry..Applications.";"Industry.subsector.tags";"Investors";"Association.focus";"Founding.year";"Annual.production..wet.weight.";"Start.up.scale.up.";"Investments";"Total.disclosed.investments.since.2020";"Development.stage";"Grants.associated";"Researchers.associated";"Team";"SEO.Slug";"SEO.Index";"fundraising"
1026;"Symbrosia";"USA";"Farming & harvesting";"https://symbrosia.co/";"Asparagopsis sp.";"Aquaculture";"Feed";"Livestock methane reduction";"Hatch
Pacific 6 Enterprises
Danone Manifesto Ventures";"";2018;"0 - 10 tonnes";NA;"$7,000,000";"$7,000,000";"Research / product development";"$256,000
$1,000,000";"Jonathan Simonds";"Female CEO
Female founded";"symbrosia";"true";""
1027;"Syrene";"New Zealand";"Applications";"https://www.syreneskincare.co.nz/";"";"";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"syrene";"true";""
1028;"Tacara";"Malaysia";"Applications";"http://tacara.com.my/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"tacara";"true";""
1029;"Takaokaya";"Japan";"Applications";"http://www.takaokaya.com/";"Porphyra sp.";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"takaokaya";"true";""
1030;"Tamamo Co.";"Japan";"Applications";"https://www.rakuten.co.jp/tamamo/info.html";"";"";"Food";"Dried/raw seaweed";"";"";1967;"";NA;"";"$0";"";"";"";"";"tamamo-co";"true";""
1031;"Tångkullan";"Sweden";"Farming & harvesting";"https://tangkullan.se/";"";"Aquaculture";"";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"tångkullan";"true";""
1032;"Tango Seaweed AS";"Norway";"Farming & harvesting";"https://www.tangoseaweed.no/";"Alaria esculenta
Saccharina latissima";"Aquaculture";"Food";"";"We come from the sea
Angel investors (various)";"";2016;"10 - 100 tonnes";NA;"";"$0";"Pilot / Demonstration";"$3,025,719";"";"Female CEO
Mixed founding team";"tango-seaweed-as";"true";""
1033;"Tangshan Ocean Ranch Industrial Co., Ltd";"China";"Conservation & restoration
Farming & harvesting";"http://www.sea-un.com/";"";"Aquaculture
IMTA";"";"";"";"";2002;"";NA;"";"$0";"";"";"";"";"tangshan-ocean-ranch-industrial-co-ltd";"true";""
1034;"Tao Kae Noi";"Thailand";"Applications";"https://www.taokaenoi.co.th/";"";"";"Food";"Snacks and seasoning";"";"";2004;"";NA;"";"$0";"Mature / Public";"";"";"Male CEO
Male founded";"tao-kae-noi";"true";""
1035;"Taramar";"Iceland";"Applications";"https://taramar.com/";"";"";"Personal care";"";"Technology Development Fund";"";2010;"";NA;"";"$0";"Scale-up / Industrialisation";"";"";"Female CEO
Female founded";"taramar";"true";""
1036;"TARI";"Faroe Islands";"Farming & harvesting";"https://tari.fo/";"Saccharina latissima
Alaria esculenta";"Aquaculture";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"$2,119,176";"";"";"tari";"true";""
1037;"Taskelp";"Australia";"Farming & harvesting
Applications";"http://taskelp.com/";"Durvillaea potatorum";"Harvesting";"Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"taskelp";"true";""
1038;"Taurus Cape Kelp";"South Africa";"Farming & harvesting";"https://www.tcck.co.za/";"Ecklonia maxima
Gelidium sp.";"";"";"";"";"";1971;"";NA;"";"$0";"";"";"";"";"taurus-cape-kelp";"true";""
1039;"TBK Manufacturing Corp.";"Philippines";"Applications";"https://www.tbk.com.ph/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"tbk-manufacturing-corp";"true";""
1040;"Teatis";"USA";"Applications";"https://teatismeal.com/";"Ecklonia bicyclis";"";"Food
Nutraceuticals";"Drink";"Angel investors (various)";"";2021;"";NA;"$700,000";"$700,000";"Validation / Traction";"";"";"Male CEO
Male founded";"teatis";"true";""
1041;"Tekslo Seafood";"Norway";"Applications
Farming & harvesting";"https://teksloseaweed.no/en/";"Laminaria hyperborea
Chondrus crispus
Himanthalia sp.
Palmaria sp.
Ulva lactuca";"Harvesting
Aquaculture";"Food
Feed
Personal care
Plant & soil nutrition";"Snacks and seasoning
Seaweed added to traditional product";"Crowdfunding
Connect BAN Bergen
Blue Bio Value";"";2016;"0 - 10 tonnes";NA;"$580,000";"$580,000";"Validation / Traction";"";"";"Male CEO
Male founded";"tekslo-seafood";"true";""
1042;"Ten Island Seafarm";"Sweden";"Farming & harvesting";"https://ten-island-seafarm.business.site/";"";"Aquaculture";"";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"ten-island-seafarm";"true";""
1043;"Tengzhou Haoyunlai Food Co., Ltd.";"China";"Farming & harvesting
Applications";"http://www.obeless.com/";"Porphyra yezoensis";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"tengzhou-haoyunlai-food-co-ltd";"true";""
1044;"Tengzhou Tongda Algae Engineering Technology Co., Ltd";"China";"Applications";"www.yunxinhaizao.com";"";"";"Hydrocolloids";"Carrageenan";"";"";1999;"";NA;"";"$0";"";"";"";"";"tengzhou-tongda-algae-engineering-technology-co-ltd";"true";""
1045;"Thalado";"France";"Applications";"https://www.thalado.fr/en/";"";"";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"thalado";"true";""
1046;"Thalasso Ocean";"Mexico";"Infrastructure & equipment
Applications";"https://www.thalassoocean.com/";"Sargassum sp.";"Harvesting";"Plant & soil nutrition
Hydrocolloids
Pharmaceuticals";"Alginate
Fucoidans";"Innovation Norway
Aksello
Seaworthy Collective";"";2021;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"Male CEO
Mixed founding team";"thalasso-ocean";"true";""
1047;"Thalgo";"France";"Applications";"https://www.thalgo.fr/";"";"";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"thalgo";"true";""
1048;"Thalion";"France";"Applications";"http://www.thalion.com/";"";"";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"thalion";"true";""
1049;"The Aquaculture Group";"Singapore";"Farming & harvesting";"https://aquaculture.group/";"Asparagopsis taxiformis";"Aquaculture";"";"";"";"";2020;"0 - not started yet";NA;"";"$0";"Pilot / Demonstration";"";"";"";"the-aquaculture-group";"true";""
1050;"The Bay Foundation";"USA";"Conservation & restoration";"https://www.santamonicabay.org/explore/in-the-ocean/kelp-forest-restoration/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"the-bay-foundation";"true";""
1051;"The Cornish Seaweed Company Ltd";"UK";"Farming & harvesting";"https://www.cornishseaweed.co.uk/";"Chondrus sp.
Himanthalia sp.
Palmaria sp.
Porphyra sp.
Saccharina sp.
Ulva sp.";"Harvesting
Aquaculture";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"the-cornish-seaweed-company-ltd";"true";""
1052;"The Crop Project";"USA";"Processing / Biorefinery
Distribution";"https://www.thecropproject.com/";"";"";"";"";"";"";2021;"";NA;"";"$0";"Pilot / Demonstration";"";"";"Male CEO
Male founded";"the-crop-project";"true";"$1,500,000"
1053;"The Good Ocean";"India";"Farming & harvesting";"https://www.instagram.com/thegoodocean/";"";"Aquaculture";"";"";"";"";2020;"";NA;"";"$0";"Pilot / Demonstration";"";"";"Female CEO
Female founded";"the-good-ocean";"true";""
1054;"The Irish Seaweed Company";"Ireland";"Farming & harvesting";"https://irishseaweed.co.uk/";"Alaria esculenta
Chondrus crispus
Himanthalia elongata
Laminaria digitata";"Harvesting";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"the-irish-seaweed-company";"true";""
1055;"The Kelp Fund";"USA";"Multi-stakeholder platform";"https://www.eatmorekelp.com/";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"";"";"";"the-kelp-fund";"true";""
1056;"The Kelp Rescue Initiative";"Canada";"Conservation & restoration";"https://kelprescue.org/";"";"";"";"";"";"";2021;"";NA;"";"$0";"";"";"";"";"the-kelp-rescue-initiative";"true";""
1057;"The Korean Seaweed Industry Federation";"South Korea";"Multi-stakeholder platform";"http://kolia.org/";"";"";"";"";"";"Producers association";NA;"";NA;"";"$0";"";"";"";"";"the-korean-seaweed-industry-federation";"true";""
1058;"The Nature Conservancy";"USA";"Conservation & restoration";"https://www.nature.org/en-us/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"$467,330
$1,500,000
$75,000";"";"";"the-nature-conservancy";"true";""
1059;"The Northern Company";"Norway";"Farming & harvesting";"http://www.northerncompany.no/";"";"Harvesting";"Food";"";"";"";2010;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"the-northern-company";"true";""
1060;"The Ocean Cleaner";"France";"Farming & harvesting";"https://theoceancleaner.fr/";"Sargassum sp.";"Harvesting";"HABs";"";"";"";2021;"10 000 - 100 000 tonnes";NA;"";"$0";"Validation / Traction";"";"";"Male CEO
Male founded";"the-ocean-cleaner";"true";""
1061;"The Pembrokeshire Beach Food Company";"UK";"Applications
Farming & harvesting";"https://www.beachfood.co.uk/";"";"Harvesting";"Food";"Snacks and seasoning";"";"";2010;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"the-pembrokeshire-beach-food-company";"true";""
1062;"The Sea Gardener";"Ireland";"Applications";"https://www.linkedin.com/in/marie-power-63696235/";"";"";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"the-sea-gardener";"true";""
1063;"The Seaweed Alliance";"UK";"Multi-stakeholder platform";"http://seaweedforumwales.org.uk/";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"";"";"";"the-seaweed-alliance";"true";""
1064;"The Seaweed Centre";"Ireland";"Applications";"https://theseaweedcentre.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"the-seaweed-centre";"true";""
1065;"The Seaweed Company";"Netherlands";"Farming & harvesting
Applications";"https://www.theseaweedcompany.com/";"Alaria sp.
Asparagopsis sp.
Gracilaria sp.
Ulva sp.
Saccharina latissima
Palmaria palmata";"Aquaculture";"Plant & soil nutrition";"";"Colruyt";"";2018;"";NA;"Unnamed record";"$0";"Scale-up / Industrialisation";"$11,492,502";"";"Male CEO
Male founded";"the-seaweed-company";"true";""
1066;"The Seaweed Enterprise";"Israel";"Farming & harvesting";"https://theseaweedenterprise.com/";"";"Aquaculture
Land-based";"";"";"";"";2022;"";NA;"";"$0";"Research / product development";"";"";"";"the-seaweed-enterprise";"true";""
1067;"The Seaweed Farmers";"Netherlands";"Farming & harvesting";"https://www.theseaweedfarmers.com/";"";"Aquaculture";"";"";"";"";2016;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"the-seaweed-farmers";"true";""
1068;"The Seaweed Food Co.";"UK";"Farming & harvesting
Applications";"https://theseaweedfoodcompany.com/";"";"Harvesting";"Food";"Snacks and seasoning";"";"";2020;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"the-seaweed-food-co";"true";""
1069;"The Transformation Factory";"USA";"Applications";"https://seamosstransformation.com/";"Chondrus crispus";"";"Nutraceuticals";"";"Angel investors (various)";"";2020;"";NA;"$600,000";"$600,000";"Validation / Traction";"";"";"";"the-transformation-factory";"true";""
1070;"Thimble Island Ocean Farm";"USA";"Farming & harvesting";"https://www.thimbleislandoceanfarm.com/";"";"Aquaculture
IMTA";"Food";"";"";"";NA;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"thimble-island-ocean-farm";"true";""
1071;"This is Seaweed";"Ireland";"Processing / Biorefinery";"https://thisisseaweed.com/";"";"";"Ingredients & extracts";"Food ingredients";"";"";2015;"";NA;"";"$0";"Pilot / Demonstration";"";"";"";"this-is-seaweed";"true";""
1072;"Thomsea";"France";"Farming & harvesting";"https://www.thomsea.fr/en/";"Sargassum sp.
Solieria sp.
Ulva sp.";"Harvesting";"HABs";"";"";"";2003;"1000 - 10 000 tonnes";NA;"";"$0";"Scale-up / Industrialisation";"";"";"Male CEO
Male founded";"thomsea";"true";""
1073;"Thorverk (Þörungaverksmiðjan)";"Iceland";"Farming & harvesting";"https://www.thorverk.is/";"Ascophyllum nodosum
Laminaria digitata";"Harvesting";"";"";"";"";1986;"10 000 - 100 000 tonnes";NA;"";"$0";"";"";"";"";"thorverk-þörungaverksmiðjan";"true";""
1074;"Ting med Tang";"Norway";"Farming & harvesting";"https://tingmedtang.no/";"Alaria esculenta
Ascophyllum nodosum
Chondrus crispus
Fucus serratus";"Harvesting";"";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"ting-med-tang";"true";""
1075;"TNO Seaweed processing facility";"Netherlands";"Research
Processing / Biorefinery";"https://www.tno.nl/en/focus-areas/energy-transition/roadmaps/towards-co2-neutral-industry/biomass-to-fuels-and-feedstock/new-facility-for-seaweed-processing/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"$1,175,863";"";"";"tno-seaweed-processing-facility";"true";""
1076;"Tohei Kombu Seaweed Co.";"Japan";"Applications";"http://www.tohira.com/";"";"";"Food";"Dried/raw seaweed";"";"";1897;"";NA;"";"$0";"";"";"";"";"tohei-kombu-seaweed-co";"true";""
1077;"Tokai Denpun Co.";"Japan";"Applications";"http://www.tdc-net.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"tokai-denpun-co";"true";""
1078;"Tokan Co.";"Japan";"Applications";"https://www.tokan-g.co.jp/index.html";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"tokan-co";"true";""
1079;"Tokon Co.";"Japan";"Applications";"http://www1a.biglobe.ne.jp/tohkonn/top.html";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"tokon-co";"true";""
1080;"Tonnerre de Brest";"France";"Applications";"https://www.tonnerre-de-brest.com/en/";"";"";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"tonnerre-de-brest";"true";""
1081;"Toyota";"Japan";"Applications";"https://www.asahi.com/articles/ASP4R4SYBP4HOIPE02G.html";"";"";"Bioplastics";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"toyota";"true";""
1082;"Triton Foods";"Japan";"Applications";"https://www.triton-foods.com/";"";"";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"triton-foods";"true";""
1083;"Trophic / TROFX";"USA";"Farming & harvesting
Infrastructure & equipment";"https://www.trophic.tech/";"";"Aquaculture
Offshore";"";"";"ARPA-E
Activate";"";2018;"";NA;"";"$0";"Pilot / Demonstration";"";"";"";"trophic-/-trofx";"true";""
1084;"Turquoise Revolution";"Canada";"Distribution";"https://turquoiserevolution.ca/";"";"";"";"";"Ocean Startup Challenge";"";2020;"";NA;"";"$0";"Pilot / Demonstration";"";"";"Mixed founding team";"turquoise-revolution";"true";""
1085;"Uist Asco";"UK";"Farming & harvesting";"https://www.uistasco.com/";"Ascophyllum nodosum";"Harvesting";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"uist-asco";"true";""
1086;"Uluu";"Australia";"Applications";"https://www.uluu.com.au/";"";"";"Bioplastics";"";"Startmate
Main Sequence
Alberts Impact Capital";"";2020;"";NA;"$935,000";"$935,000";"Research / product development";"";"";"Mixed founding team";"uluu";"true";""
1087;"Umameats";"Netherlands";"Applications";"https://umameats.nl/";"";"";"Food";"Seaweed added to traditional product";"EIT Climate-KIC";"";2019;"";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"umameats";"true";""
1088;"Umaro";"USA";"Applications";"https://www.umarofoods.com/";"Palmaria sp.";"";"Food";"Meat substitute";"ARPA-E
Activate
Agfunder
Alexandria Venture Investments";"";2018;"0 - 10 tonnes";NA;"$3,000,000
$1,000,000";"$4,000,000";"Research / product development";"$5,202,016";"Amanda Stiles";"Female CEO
Female founded";"umaro";"true";""
1089;"Umino Kaisou";"Japan";"Applications";"http://uminokaisou.jp/abouts/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"umino-kaisou";"true";""
1090;"Umitron";"Japan";"Monitoring tech";"https://umitron.com/mission.html";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"umitron";"true";""
1091;"Uncommon Alchemy";"UK";"Applications";"https://www.uncommon-alchemy.co.uk/";"";"";"Textiles";"";"";"";2020;"";NA;"";"$0";"Research / product development";"";"";"Female CEO
Female founded";"uncommon-alchemy";"true";""
1092;"Unefy";"New Zealand";"Distribution";"https://www.linkedin.com/company/teamunefy/";"";"";"";"";"";"";2021;"";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"unefy";"true";""
1093;"Unidade Bioquímica Lda (UBQ II)";"Portugal";"Farming & harvesting";"https://www.ubqmadeira.com/";"Asparagopsis taxiformis
Halopteris scoparia
Ulva sp.";"Harvesting
Aquaculture";"";"";"EASME - EU Executive Agency for SMEs";"";NA;"";NA;"";"$0";"";"$939,569";"";"";"unidade-bioquímica-lda-ubq-ii";"true";""
1094;"UPL";"India";"Applications";"https://www.upl-ltd.com/solutions/biosolutions";"";"";"Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"upl";"true";""
1095;"Urchinomics";"Netherlands";"Conservation & restoration";"https://www.urchinomics.com/";"";"";"";"Urchin removal";"Builders Vision
ENEOS Group";"";2017;"";NA;"$5,780,000";"$5,780,000";"Scale-up / Industrialisation";"$1,000,000
$9,358,759";"";"Male CEO
Male founded";"urchinomics";"true";""
1096;"Uwabe Food Industry Co.";"Japan";"Applications";"https://www.uwabe.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"uwabe-food-industry-co";"true";""
1097;"Veganz";"Germany";"Applications";"https://veganz.com/";"";"";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"veganz";"true";""
1098;"Ventuno";"Japan";"Farming & harvesting
Applications";"https://ventuno.com/en";"";"Aquaculture";"Nutraceuticals
Personal care";"Fucoidans";"";"";1990;"";NA;"";"$0";"Scale-up / Industrialisation";"";"";"";"ventuno";"true";""
1099;"Venus Shell Systems / PhycoHealth";"Australia";"Farming & harvesting
Applications";"https://www.venusshellsystems.com.au/";"";"Aquaculture
Land-based";"Nutraceuticals
Pharmaceuticals
Food
Personal care";"";"";"";2014;"100 - 1000 tonnes";NA;"";"$0";"Scale-up / Industrialisation";"";"";"Female CEO
Female founded";"venus-shell-systems-/-phycohealth";"true";""
1100;"Vertical Oceans";"Singapore";"Farming & harvesting";"https://www.verticaloceans.blue/";"Caulerpa lentillifera";"Aquaculture
IMTA";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"vertical-oceans";"true";""
1101;"Vesterålen Seaweed";"Norway";"Farming & harvesting";"https://www.vseaweed.no/";"";"IMTA
Aquaculture";"";"";"";"";2016;"";NA;"";"$0";"";"";"";"";"vesterålen-seaweed";"true";""
1102;"Vetik";"Estonia";"Applications";"https://vetik.eu/";"Furcellaria lumbricalis";"Harvesting";"Personal care
Food
Pigments, inks, dyes, coatings";"";"Blue Bio Value
EIT Climate-KIC";"";2017;"";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"vetik";"true";""
1103;"Vietnam Seaculture Association";"Vietnam";"Multi-stakeholder platform";"https://www.hiephoinuoibien.org/english";"";"";"";"";"";"Producers association";NA;"";NA;"";"$0";"";"";"";"";"vietnam-seaculture-association";"true";""
1104;"Vimera";"Guadeloupe";"Applications";"https://outremers360.com/rubrique/innovation-en-outre-mer-vimera-la-cosmetique-bleue-100-guadeloupe-verra-le-jour-en-2021";"";"Aquaculture";"Personal care";"";"Crowdfunding";"";2020;"0 - not started yet";NA;"$67,691";"$67,691";"Pilot / Demonstration";"";"";"Female CEO
Female founded";"vimera";"true";""
1105;"Vitamin Sea";"USA";"Farming & harvesting";"https://www.vitaminseaseaweed.com/";"";"";"Food
Plant & soil nutrition";"";"";"";2004;"";NA;"";"$0";"";"";"";"";"vitamin-sea";"true";""
1106;"Viva Maris";"Germany";"Applications";"https://www.viva-maris.de/";"";"";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"viva-maris";"true";""
1107;"Volta Greentech";"Sweden";"Applications
Farming & harvesting";"https://voltagreentech.com/";"Asparagopsis sp.";"Aquaculture
Land-based";"Feed";"Livestock methane reduction";"Kjell & Märta Beijers Foundation
Angel investors (various)";"";2018;"0 - 10 tonnes";NA;"$2,000,000
$500,000";"$2,500,000";"Validation / Traction";"";"";"Male CEO
Male founded";"volta-greentech";"true";""
1108;"Voya Seaweed Baths";"Ireland";"Farming & harvesting";"https://www.voyaseaweedbaths.com/";"Fucus serratus
Fucus vesiculosus
Himanthalia elongata
Laminaria digitata";"Harvesting";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"voya-seaweed-baths";"true";""
1109;"VW Marine Resources International";"Philippines";"Distribution";"";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"vw-marine-resources-international";"true";""
1110;"Vyld";"Germany";"Applications";"https://www.vyldness.de/";"";"";"Bioplastics";"";"Purpose Ventures
The Case for Her";"";2021;"";NA;"Unnamed record";"$0";"Research / product development";"";"";"Female CEO
Female founded";"vyld";"true";""
1111;"W Hydrocolloids";"Philippines";"Farming & harvesting
Applications";"https://rico.com.ph/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"w-hydrocolloids";"true";""
1112;"W.L. Gore";"USA";"Infrastructure & equipment";"https://seaweedsolutions.com/news/press-release-gore-and-seaweed-solutions-collaborate-to-boost-seaweed-growth";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"wl-gore";"true";""
