"","rowname","resHeaders","Headquarters","Value.chain","Website","Species","Production.process","Industry..Applications.","Industry.subsector.tags","Investors","Association.focus","Founding year","Annual production (wet weight)","Start-up/scale-up?","Investments","Total disclosed investments since 2020","Development stage","Grants associated","Researchers associated","Team","SEO:Slug","SEO:Index"
"1074",1074,"Ting med Tang","Norway","Farming & harvesting","https://tingmedtang.no/","Alaria esculenta
Ascophyllum nodosum
Chondrus crispus
Fucus serratus","Harvesting","","","","","","0 - 10 tonnes","","","$0","","","","","ting-med-tang","true"
"1075",1075,"TNO Seaweed processing facility","Netherlands","Research
Processing / Biorefinery","https://www.tno.nl/en/focus-areas/energy-transition/roadmaps/towards-co2-neutral-industry/biomass-to-fuels-and-feedstock/new-facility-for-seaweed-processing/","","","","","","","","","","","$0","","$1,175,863","","","tno-seaweed-processing-facility","true"
"1076",1076,"Tohei Kombu Seaweed Co.","Japan","Applications","http://www.tohira.com/","","","Food","Dried/raw seaweed","","","1897","","","","$0","","","","","tohei-kombu-seaweed-co","true"
"1077",1077,"Tokai Denpun Co.","Japan","Applications","http://www.tdc-net.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","tokai-denpun-co","true"
"1078",1078,"Tokan Co.","Japan","Applications","https://www.tokan-g.co.jp/index.html","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","tokan-co","true"
"1079",1079,"Tokon Co.","Japan","Applications","http://www1a.biglobe.ne.jp/tohkonn/top.html","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","tokon-co","true"
"1080",1080,"Tonnerre de Brest","France","Applications","https://www.tonnerre-de-brest.com/en/","","","Food","","","","","","","","$0","","","","","tonnerre-de-brest","true"
"1081",1081,"Toyota","Japan","Applications","https://www.asahi.com/articles/ASP4R4SYBP4HOIPE02G.html","","","Bioplastics","","","","","","","","$0","","","","","toyota","true"
"1082",1082,"Triton Foods","Japan","Applications","https://www.triton-foods.com/","","","Food","","","","","","","","$0","","","","","triton-foods","true"
"1083",1083,"Trophic / TROFX","USA","Farming & harvesting
Infrastructure & equipment","https://www.trophic.tech/","","Aquaculture
Offshore","","","ARPA-E
Activate","","2018","","","","$0","Pilot / Demonstration","","","","trophic-/-trofx","true"
"1084",1084,"Turquoise Revolution","Canada","Distribution","https://turquoiserevolution.ca/","","","","","Ocean Startup Challenge","","2020","","","","$0","Pilot / Demonstration","","","Mixed founding team","turquoise-revolution","true"
"1085",1085,"Uist Asco","UK","Farming & harvesting","https://www.uistasco.com/","Ascophyllum nodosum","Harvesting","","","","","","","","","$0","","","","","uist-asco","true"
"1086",1086,"Uluu","Australia","Applications","https://www.uluu.com.au/","","","Bioplastics","","Startmate
Main Sequence
Alberts Impact Capital","","2020","","","$935,000","$935,000","Research / product development","","","Mixed founding team","uluu","true"
"1087",1087,"Umameats","Netherlands","Applications","https://umameats.nl/","","","Food","Seaweed added to traditional product","EIT Climate-KIC","","2019","","","","$0","Research / product development","","","Male CEO
Male founded","umameats","true"
"1088",1088,"Umaro","USA","Applications","https://www.umarofoods.com/","Palmaria sp.","","Food","Meat substitute","ARPA-E
Activate
Agfunder
Alexandria Venture Investments","","2018","0 - 10 tonnes","","$3,000,000
$1,000,000","$4,000,000","Research / product development","$5,202,016","Amanda Stiles","Female CEO
Female founded","umaro","true"
"1089",1089,"Umino Kaisou","Japan","Applications","http://uminokaisou.jp/abouts/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","umino-kaisou","true"
"1090",1090,"Umitron","Japan","Monitoring tech","https://umitron.com/mission.html","","","","","","","","","","","$0","","","","","umitron","true"
"1091",1091,"Uncommon Alchemy","UK","Applications","https://www.uncommon-alchemy.co.uk/","","","Textiles","","","","2020","","","","$0","Research / product development","","","Female CEO
Female founded","uncommon-alchemy","true"
"1092",1092,"Unefy","New Zealand","Distribution","https://www.linkedin.com/company/teamunefy/","","","","","","","2021","","","","$0","Research / product development","","","Male CEO
Male founded","unefy","true"
"1093",1093,"Unidade Bioquímica Lda (UBQ II)","Portugal","Farming & harvesting","https://www.ubqmadeira.com/","Asparagopsis taxiformis
Halopteris scoparia
Ulva sp.","Harvesting
Aquaculture","","","EASME - EU Executive Agency for SMEs","","","","","","$0","","$939,569","","","unidade-bioquímica-lda-ubq-ii","true"
"1094",1094,"UPL","India","Applications","https://www.upl-ltd.com/solutions/biosolutions","","","Plant & soil nutrition","","","","","","","","$0","","","","","upl","true"
"1095",1095,"Urchinomics","Netherlands","Conservation & restoration","https://www.urchinomics.com/","","","","Urchin removal","Builders Vision
ENEOS Group","","2017","","","$5,780,000","$5,780,000","Scale-up / Industrialisation","$1,000,000
$9,358,759","","Male CEO
Male founded","urchinomics","true"
"1096",1096,"Uwabe Food Industry Co.","Japan","Applications","https://www.uwabe.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","uwabe-food-industry-co","true"
"1097",1097,"Veganz","Germany","Applications","https://veganz.com/","","","Food","","","","","","","","$0","","","","","veganz","true"
"1098",1098,"Ventuno","Japan","Farming & harvesting
Applications","https://ventuno.com/en","","Aquaculture","Nutraceuticals
Personal care","Fucoidans","","","1990","","","","$0","Scale-up / Industrialisation","","","","ventuno","true"
"1099",1099,"Venus Shell Systems / PhycoHealth","Australia","Farming & harvesting
Applications","https://www.venusshellsystems.com.au/","","Aquaculture
Land-based","Nutraceuticals
Pharmaceuticals
Food
Personal care","","","","2014","100 - 1000 tonnes","","","$0","Scale-up / Industrialisation","","","Female CEO
Female founded","venus-shell-systems-/-phycohealth","true"
"1100",1100,"Vertical Oceans","Singapore","Farming & harvesting","https://www.verticaloceans.blue/","Caulerpa lentillifera","Aquaculture
IMTA","","","","","","","","","$0","","","","","vertical-oceans","true"
"1101",1101,"Vesterålen Seaweed","Norway","Farming & harvesting","https://www.vseaweed.no/","","IMTA
Aquaculture","","","","","2016","","","","$0","","","","","vesterålen-seaweed","true"
"1102",1102,"Vetik","Estonia","Applications","https://vetik.eu/","Furcellaria lumbricalis","Harvesting","Personal care
Food
Pigments, inks, dyes, coatings","","Blue Bio Value
EIT Climate-KIC","","2017","","","","$0","Research / product development","","","Male CEO
Male founded","vetik","true"
"1103",1103,"Vietnam Seaculture Association","Vietnam","Multi-stakeholder platform","https://www.hiephoinuoibien.org/english","","","","","","Producers association","","","","","$0","","","","","vietnam-seaculture-association","true"
"1104",1104,"Vimera","Guadeloupe","Applications","https://outremers360.com/rubrique/innovation-en-outre-mer-vimera-la-cosmetique-bleue-100-guadeloupe-verra-le-jour-en-2021","","Aquaculture","Personal care","","Crowdfunding","","2020","0 - not started yet","","$67,691","$67,691","Pilot / Demonstration","","","Female CEO
Female founded","vimera","true"
"1105",1105,"Vitamin Sea","USA","Farming & harvesting","https://www.vitaminseaseaweed.com/","","","Food
Plant & soil nutrition","","","","2004","","","","$0","","","","","vitamin-sea","true"
"1106",1106,"Viva Maris","Germany","Applications","https://www.viva-maris.de/","","","Food","","","","","","","","$0","","","","","viva-maris","true"
"1107",1107,"Volta Greentech","Sweden","Applications
Farming & harvesting","https://voltagreentech.com/","Asparagopsis sp.","Aquaculture
Land-based","Feed","Livestock methane reduction","Kjell & Märta Beijers Foundation
Angel investors (various)","","2018","0 - 10 tonnes","","$2,000,000
$500,000","$2,500,000","Validation / Traction","","","Male CEO
Male founded","volta-greentech","true"
"1108",1108,"Voya Seaweed Baths","Ireland","Farming & harvesting","https://www.voyaseaweedbaths.com/","Fucus serratus
Fucus vesiculosus
Himanthalia elongata
Laminaria digitata","Harvesting","Personal care","","","","","","","","$0","","","","","voya-seaweed-baths","true"
"1109",1109,"VW Marine Resources International","Philippines","Distribution","","","","","","","","","","","","$0","","","","","vw-marine-resources-international","true"
"1110",1110,"Vyld","Germany","Applications","https://www.vyldness.de/","","","Bioplastics","","Purpose Ventures
The Case for Her","","2021","","","Unnamed record","$0","Research / product development","","","Female CEO
Female founded","vyld","true"
"1111",1111,"W Hydrocolloids","Philippines","Farming & harvesting
Applications","https://rico.com.ph/","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","w-hydrocolloids","true"
"1112",1112,"W.L. Gore","USA","Infrastructure & equipment","https://seaweedsolutions.com/news/press-release-gore-and-seaweed-solutions-collaborate-to-boost-seaweed-growth","","","","","","","","","","","$0","","","","","wl-gore","true"
"1113",1113,"Wadzilt (Waddenwier)","Netherlands","Farming & harvesting","https://www.wadzilt.nl/","","Aquaculture
Land-based","Food
Plant & soil nutrition","Saline agriculture","","","","","","","$0","","","","","wadzilt-waddenwier","true"
"1114",1114,"Wahyu Putra Bimasakti","Indonesia","Applications","https://www.indonesiaseaweed.com/company/wahyu-putra-bimasakti/","","Aquaculture","Hydrocolloids
Food","Carrageenan
Snacks and seasoning","","","","","","","$0","","","","","wahyu-putra-bimasakti-","true"
"1115",1115,"Waikaitu (NZBioActive)","New Zealand","Applications","https://www.waikaitu.com/","Undaria Pinnatifida","Harvesting","Plant & soil nutrition","","","","","100 - 1000 tonnes","","","$0","","","","","waikaitu-nzbioactive","true"
"1116",1116,"Wakame Fresh","New Zealand","Farming & harvesting","https://wakamefresh.com/","","","","","","","","","","","$0","","","","","wakame-fresh","true"
"1117",1117,"Wando International Seaweeds Exhibition","South Korea","Applications","http://wise2022.kr/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","wando-international-seaweeds-exhibition","true"
"1118",1118,"Wando Trading Co","South Korea","Applications","http://www.wandobonga.co.kr/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","wando-trading-co","true"
"1119",1119,"Wavy Wonders","Denmark","Applications","https://www.wavy-wonders.com/","","","Food","Snacks and seasoning","","","2020","","","","$0","Pilot / Demonstration","","","Male CEO
Male founded","wavy-wonders","true"
"1120",1120,"Wealsea (Bezhin Breizh)","France","Farming & harvesting","https://www.wealsea.com/","Ulva lactuca
Chondrus crispus
Palmaria palmata
Asparagopsis armata
Gelidium corneum","Aquaculture
Land-based","","","","","","0 - not started yet","","","$0","","","","","wealsea-bezhin-breizh","true"
"1121",1121,"Weedoo Greenboat","USA","Infrastructure & equipment","https://www.weedooboats.com/","","","HABs","","","","","","","","$0","","","","","weedoo-greenboat","true"
"1122",1122,"Weifang Defuer Biotechnology Co., LTD","China","Applications","http://www.wfdefuer.com/","","","Plant & soil nutrition","","","","2003","","","","$0","","","","","weifang-defuer-biotechnology-co-ltd","true"
"1123",1123,"Weihai Dongluo Marine Food Co. Ltd, Weihai Eastway Seafoods Co","China","Farming & harvesting","www.wesf-ltd.com.cn","","Aquaculture","","","","","2016","","","","$0","","","","","weihai-dongluo-marine-food-co-ltd-weihai-eastway-seafoods-co","true"
"1124",1124,"Wenzhou Xingbei Seaweed Food Co., Ltd","China","Applications
Farming & harvesting","https://brand.waitui.com/736a5487b.html","","Aquaculture","Food","Livestock feed","","","2002","","","","$0","","","","","wenzhou-xingbei-seaweed-food-co-ltd","true"
"1125",1125,"West Algues","France","Farming & harvesting","https://www.westalgues.fr/","Alaria esculenta
Undaria Pinnatifida","Harvesting
Aquaculture","","","","","2018","0 - 10 tonnes","","","$0","","","","","west-algues","true"
"1126",1126,"West Coast Marine Bio Processing Corp.","Canada","Farming & harvesting
Applications","http://www.marinebioprocessing.com/kelpgrow/","Macrocystis pyrifera","Harvesting","Plant & soil nutrition","","Biolchim","","2002","","","","$0","","","","","west-coast-marine-bio-processing-corp","true"
"1127",1127,"Westcountry Mussels","UK","Farming & harvesting","https://www.westcountrymussels.co.uk/","","Aquaculture","","","","","","10 - 100 tonnes","","","$0","","","","","westcountry-mussels","true"
"1128",1128,"Wierdo","Netherlands","Applications","https://wierdo.nl/","","","Food","Meat substitute","","","2019","","","","$0","Validation / Traction","","","Male CEO
Male founded","wierdo","true"
"1129",1129,"Wild Atlantic Seaweed Ireland","Ireland","Farming & harvesting","https://wild-atlantic-seaweed.com/","Laminaria digitata
Palmaria palmata
Saccharina latissima","Harvesting","Food","","","","","","","","$0","","","","","wild-atlantic-seaweed-ireland","true"
"1130",1130,"Wild Coast Abalone","South Africa","Farming & harvesting","","Ulva sp.
Gracilaria sp.","Aquaculture
IMTA","","","","","","100 - 1000 tonnes","","","$0","","$9,358,759","","","wild-coast-abalone","true"
"1131",1131,"Wild Irish Seaweeds","Ireland","Farming & harvesting","https://wildirishseaweeds.com/","Laminaria digitata
Palmaria palmata
Saccharina latissima
Chondrus crispus","Harvesting","Food
Pharmaceuticals
Nutraceuticals
Personal care","Snacks and seasoning","","","2009","10 000 - 100 000 tonnes","","","$0","","","","","wild-irish-seaweeds","true"
"1132",1132,"Wildwier","Netherlands","Farming & harvesting","https://wildwier.nl/","","Harvesting","Food","","","","","","","","$0","","","","","wildwier","true"
"1133",1133,"Wilson and Mir","France","Applications","https://www.wilsonandmir.com/","","","Personal care","","","","","","","","$0","","","","","wilson-and-mir","true"
"1134",1134,"Windy Bay Kelp Farm","USA","Farming & harvesting","https://www.instagram.com/windy_bay_kelp_farm/","","Aquaculture","","","","","","0 - not started yet","","","$0","","","","","windy-bay-kelp-farm","true"
"1135",1135,"Woolly Rock Rose","UK","Farming & harvesting
Applications","","Sargassum sp.","Harvesting","HABs","","","","2022","","","","$0","Research / product development","","","","woolly-rock-rose","true"
"1136",1136,"World Wildlife Fund (WWF)","USA","Conservation & restoration","https://wwf.org/","","","","","","","","","","","$0","","$33,000,000
$1,500,000
$2,500,000","","","world-wildlife-fund-wwf","true"
